Title,Year,Genre,Plot,Topic_Perc_Contrib,Dominant_Topic,lemmatized_Plot,Keywords
E.T. is Estong Tutong,1983,"Comedy, Horror",Estong (Chiquito) was living a simple life when Teresa (Pia Moran) came. Teresa under his custody was at first easy until the reality about her true identity drove both of them to a world full of danger and conflicts. Teresa is an heiress but is surrounded by greed and evil beings. Estong fell in love but his happiness did not last because the one he loves is not a mortal human being but belongs to a different world of wonders and happiness is not that easy to get.Written byGay Pinoy Soldier,0.4402999877929688,0.0,"['estong', 'chiquito', 'live', 'simple', 'life', 'teresa', 'moran', 'come', 'teresa', 'custody', 'first', 'easy', 'reality', 'true', 'identity', 'drive', 'world', 'full', 'danger', 'conflict', 'teresa', 'heiress', 'surround', 'greed', 'evil', 'being', 'estong', 'fall', 'love', 'happiness', 'last', 'one', 'love', 'mortal', 'human', 'belong', 'different', 'world', 'wonder', 'happiness', 'easy', 'get']","life, time, woman, story, sound, man, young, relationship, love, way"
Teach Me to Love,2008,Drama,"Mark is a high school senior who makes a personal problem out of his parents break-up when his mother leaves home for another woman. The thought of being the butt of jokes for ""having two fathers"" horrifies him. All these worries and angst take the backseat when a new teacher comes to campus. Her name is Connie and she is an instant hit among the boys. It is love at first sight for Mark. However, Connie has an affair with Vincent, a married man. Soon Carmela, Vincent's wife, finds out about the affair and creates a scandal in school. She lodges a complaint to get Connie fired. Alberto, Mark's father, comes to the rescue and defends Connie at the inquest. In the meantime, Connie reciprocates the attention Mark giver her but gets carried away in the heat of passion. Connie decides to go away. Mark will have no clue where she has gone until seven years after when she returns home as a lawyer. He runs into Connie who has since married. A surprising revelation from Connie will again fire ...Written byanonymous",0.2443999946117401,4.0,"['mark', 'senior', 'make', 'personal', 'problem', 'parent', 'breakup', 'mother', 'leave', 'home', 'woman', 'think', 'butt', 'joke', 'father', 'horrify', 'worry', 'angst', 'take', 'backseat', 'new', 'teacher', 'come', 'campus', 'name', 'instant', 'hit', 'boy', 'love', 'first', 'sight', 'mark', 'however', 'connie', 'affair', 'vincent', 'marry', 'man', 'soon', 'wife', 'find', 'affair', 'create', 'scandal', 'school', 'lodge', 'complaint', 'get', 'fire', 'mark', 'father', 'come', 'rescue', 'defend', 'connie', 'inquest', 'meantime', 'reciprocate', 'attention', 'mark', 'giver', 'carry', 'heat', 'passion', 'decide', 'go', 'away', 'mark', 'clue', 'go', 'year', 'lawyer', 'run', 'marry', 'surprising', 'revelation', 'fire']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Niña bonita,1955,"Comedy, Romance",She's NAUGHTY - She's CAPRICIOUS - She's LOVELY - and LOVEABLE - Niña Bonita.,0.4147000014781952,14.0,"['naughty', 'capricious', 'lovely', 'loveable', 'niña', 'bonita']","retake, brave, troop, japanese, ostracize, man, basic, guise, rd, united_state"
Chassis,2010,Drama,"Single mother Nora lives with her daughter Sarah on a cardboard groundsheet and hammock tied to the undercarriage of a semitrailer in the parking lot of a Manila cargo terminal. Deep in debt and receiving little help from her husband, Nora has nothing to live for except for Sarah. Living in a community suffering from abject poverty, Nora sifts through trash and spends time with Vilma, a happily single shopkeeper, and Minda, whose truck-driver husband disappeared a month ago presumably to live with another woman. With no other viable options to support her daughter, Nora turns to prostitution.Written bypeter07",0.31049999594688416,13.0,"['single', 'mother', 'live', 'daughter', 'cardboard', 'groundsheet', 'hammock', 'tie', 'undercarriage', 'semitrailer', 'parking', 'lot', 'manila', 'cargo', 'terminal', 'deep', 'debt', 'receive', 'little', 'help', 'husband', 'live', 'live', 'community', 'suffer', 'abject', 'poverty', 'sift', 'trash', 'spend', 'time', 'happily', 'single', 'shopkeeper', 'minda', 'truckdriver', 'husband', 'disappear', 'month', 'ago', 'presumably', 'live', 'woman', 'viable', 'option', 'support', 'daughter', 'nora', 'turn', 'prostitution']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Ikaw ang lahat sa akin,2005,Drama,"Follows a story of love. Nea has not seen her sister, Jasmin for nearly a decade, since their father Larry took her and left Nea and her mother Elena for the wealthy Yolanda. It also follows the story of the Ynares clan, on how patriarch Roden and matriarch Susana deal with their sons, the intelligent, career-driven Ivan, who is engaged to Karri, a woman of acceptable social bearing, and the care free Oliver. It also follows on Oliver and Jasmin's cats-and-dogs attitude on each other, on Ivan as he meets Nea, Yolanda's maltreatment of Jasmin, and on how Nea's sunny disposition in life will change forever.Written byTristan",0.3935999870300293,4.0,"['follow', 'story', 'love', 'nea', 'see', 'sister', 'jasmin', 'nearly', 'decade', 'father', 'larry', 'leave', 'mother', 'wealthy', 'also', 'follow', 'story', 'ynare', 'clan', 'patriarch', 'roden', 'matriarch', 'deal', 'son', 'intelligent', 'careerdriven', 'engage', 'karri', 'woman', 'acceptable', 'social', 'bearing', 'care', 'free', 'also', 'follow', 'oliver', 'jasmin', 'catsanddogs', 'attitude', 'meet', 'nea', 'maltreatment', 'jasmin', 'sunny', 'disposition', 'life', 'change', 'forever']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Batang West Side,2001,"Crime, Drama","A Filipino teenager is shot to death on the sidewalk of New Jersey, USA. An investigation starts into his death. His family members and friends are interviewed. Along the way, we find out not only more about him but about the community of Filipinos in America in general, including the destructive effect of the drug ""shabu"" on its youth. The detective who handles the case also has his own personal demons to settle with his violent past.Written byamirmu",0.4977000057697296,13.0,"['filipino', 'teenager', 'shoot', 'death', 'sidewalk', 'new', 'jersey', 'usa', 'investigation', 'start', 'death', 'family', 'member', 'friend', 'interview', 'find', 'community', 'filipino', 'america', 'general', 'include', 'destructive', 'effect', 'drug', 'shabu', 'youth', 'detective', 'handle', 'case', 'also', 'personal', 'demon', 'settle', 'violent', 'past']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Yakap,2018,"Short, Drama",A woman's last few moments of life before crossing over to the afterlife are told through dance.,0.7404000163078308,0.0,"['woman', 'last', 'moment', 'life', 'cross', 'afterlife', 'tell', 'dance']","life, time, woman, story, sound, man, young, relationship, love, way"
Kiko en Lala,2019,Comedy,"Meet Kiko and Lala (Super Tekla), adopted conjoined twins in a carnival and is also known as the famous ""Kambal sa Karnabal."" Their only goal is to be separated so they can both enjoy their relationship with Aning (Kim Domingo) and Rap-rap (Derrick Monasterio). Deadline (Ai-Ai Delas Alas), a mysterious godmother appears to grant their wishes but with an unfortunate condition - only one of them will remain alive. Will they choose their destiny as conjoined twins? Or will they accept Deadline's offer?",0.435699999332428,6.0,"['meet', 'super', 'tekla', 'adopt', 'conjoin', 'twin', 'carnival', 'also', 'know', 'famous', 'karnabal', 'goal', 'separate', 'enjoy', 'relationship', 'ane', 'kim', 'raprap', 'derrick', 'monasterio', 'deadline', 'aiai', 'delas', 'mysterious', 'godmother', 'appear', 'grant', 'wish', 'unfortunate', 'condition', 'remain', 'alive', 'choose', 'destiny', 'conjoin', 'twin', 'accept', 'deadline', 'offer']","life, film, family, live, face, man, people, love, story, first"
Broken Marriage,1983,Drama,"Trapped in a world of hectic schedules, pressure, and little time for each other, Ellen and Rene decide to have a temporary separation. A marriage break-up was a serious taboo in Filipino culture in 1983. A self-discovery both for Ellen and Rene, will make you realize the value of marriage. Philippines Filipino Tagalog movie.",0.41400000452995295,7.0,"['trap', 'world', 'hectic', 'schedule', 'pressure', 'little', 'time', 'rene', 'decide', 'temporary', 'separation', 'marriage', 'breakup', 'serious', 'taboo', 'filipino', 'culture', 'selfdiscovery', 'rene', 'make', 'realize', 'value', 'marriage', 'movie']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Kundiman ng lahi,1959,Drama,A coming-of-age story of a barrio lass in a patriarchal archipelago.,0.6888999938964844,10.0,"['comingofage', 'story', 'patriarchal', 'archipelago']","training, actress, military, award, phenomenon, story, terrorist, fight, young, perspective"
